name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu,time1,time2,start_time1,end_time1,start_time2,end_time2
Xôi Hồng - Ngọc Lâm,25000 - 50000,7.2,Quán ăn,"160 Ngọc Lâm, Quận Long Biên, Hà Nội",15,"Xôi, Ăn vặt - Ăn nhẹ, Cơm", 17:00 - 23:00,0,0,0,xôi ăn vặt ăn nhẹ cơm xôi đặc biệt trà tắc sả mât ong xôi thập cẩm món trà tắc xả mật ong xôi gà pate lạp xưởng trà tắc xả mật ong xôi thập cẩm món trà tắc sả mật ong xôi thập cẩm món xôi xéo xôi hành đỗ xôi gà pate lạp xưởng xôi gà xôi gà pate chả xôi gà pate,25000,50000,37500.0,"XÔI ĐẶC BIỆT + TRÀ TẮC SẢ MÂT ONG-73,000|XÔI THẬP CẨM 5 MÓN + TRÀ TẮC XẢ MẬT ONG -63,000|XÔI GÀ PATE LẠP XƯỞNG + TRÀ TẮC XẢ MẬT ONG -53,000|XÔI THẬP CẨM 4 MÓN + TRÀ TẮC SẢ MẬT ONG-60,000|Xôi Thập Cẩm 4 Món-47,000|Xôi Xéo ( Xôi Hành Đỗ )-17,000|Xôi Gà Pate Lạp Xưởng-42,000|Xôi Gà-37,000|Xôi Gà Pate Chả-42,000|Xôi Gà Pate-42,000", 17:00 - 23:00,,17:00:00,23:00:00,17:00:00,
Bún Riêu - Nguyễn Sơn,20000 - 40000,7.9,Quán ăn,"1 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",12,"Bún, Món nước, Miến, Cơm", 06:00 - 14:00,0,0,0,bún món nước miến cơm riêu bò giò đậu riêu bò đậu riêu đầy đủ có ốc riêu đầy đủ không ốc riêu đậu riêu giò đậu riêu ốc đậu riêu sụn đậu riêu đậu bề bề riêu tóp mỡ,20000,40000,30000.0,"Riêu Bò, Giò, Đậu-45,000|Riêu Bò, Đậu-45,000|Riêu Đầy Đủ có Ốc-55,000|Riêu Đầy Đủ không Ốc-50,000|Riêu Đậu-33,000|Riêu Giò, Đậu-45,000|Riêu ốc đậu-45,000|Riêu sụn đậu-45,000|Riêu Đậu Bề Bề-45,000|Riêu Tóp mỡ-40,000", 06:00 - 14:00,,06:00:00,14:00:00,06:00:00,
Dung - Bún Dọc Mùng,30000 - 50000,6.9,Quán ăn,"364 Ngọc Lâm, Quận Long Biên, Hà Nội",13,Món nước, 06:00 - 15:30,0,0,0,món nước bún đậu đầy đủ giả cầy nem rán chả cốm thịt luộc giả cầy thịt luộc bún mọc bún sườn bún thịt,30000,50000,40000.0,"Bún Đậu đầy đủ-50,000|Giả Cầy-50,000|Nem Rán-13,000|Chả Cốm-8,000|Thịt Luộc-20,000|Giả Cầy-120,000|Thịt Luộc-50,000|Bún Mọc-50,000|Bún Sườn-50,000|Bún Thịt-50,000", 06:00 - 15:30,,06:00:00,15:30:00,06:00:00,
Chè 3 Miền - Ngọc Lâm,15000 - 50000,5.9,Café/Dessert,"326 Ngọc Lâm, Quận Long Biên, Hà Nội",17,"Xôi, Chè, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ", 09:00 - 22:30,0,0,0,xôi chè café kem sinh tố nước ép ăn vặt ăn nhẹ chè thái sầu riêng chè thái caramen chè thái bơ caramen chè thái bơ tươi chè thái bơ sầu riêng chè thái mít kem bơ đà lạt chè thái mít caramen chè thái bưởi chè thái sầu caramen,15000,50000,32500.0,"Chè Thái Sầu Riêng-35,000|Chè Thái Caramen-25,000|Chè Thái Bơ Caramen-35,000|Chè Thái Bơ Tươi-25,000|Chè Thái Bơ Sầu Riêng-40,000|Chè Thái Mít-25,000|Kem Bơ Đà Lạt-35,000|Chè Thái Mít Caramen-30,000|Chè Thái Bưởi-25,000|Chè Thái Sầu Caramen-40,000", 09:00 - 22:30,,09:00:00,22:30:00,09:00:00,
Bánh Mì U Vân - Ngọc Lâm,15000 - 30000,5.0,Ăn vặt/vỉa hè,"23 Ngõ 298 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Xôi, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 07:00 - 20:00,0,0,0,bánh mì xôi bánh kẹo ăn vặt ăn nhẹ bánh mì thập cẩm bánh mì trứng bánh mì que đà nẵng bánh mì pate bánh mì thịt xá xíu bánh mì xúc xích bánh mì chả bánh mì giò xôi thập cẩm xôi gà xào nấm,15000,30000,22500.0,"Bánh Mì Thập Cẩm-25,000|Bánh Mì Trứng-15,000|Bánh Mì Que Đà Nẵng-12,000|Bánh Mì Pate-20,000|Bánh Mì Thịt Xá Xíu-25,000|Bánh Mì Xúc Xích-20,000|Bánh Mì Chả-20,000|Bánh Mì Giò-20,000|Xôi Thập Cẩm-30,000|Xôi Gà Xào Nấm-30,000", 07:00 - 20:00,,07:00:00,20:00:00,07:00:00,
Nem Nướng Nha Trang Anh Tư - Ngọc Lâm,20000 - 30000,10.0,Quán ăn,"21 Ngách 39 Ngõ 154 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",2,"Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 10:00 - 22:00,0,0,0,ăn vặt ăn nhẹ nem cá bò viên nem nướng nha trang suất tiêu chuẩn nem nướng nha trang suất thêm nem combo nem nướng nha trang nước chanh leo nguyên chất combo nem nướng nha trang trà đào combo nem nướng nha trang coca lon combo nem nướng nha trang pepsi lon combo nem nướng nha trang nước cam lon combo nem nướng nha trang trà tắc combo nem nướng nha trang trà chanh nem nướng nha trang suất tiêu chuẩn,20000,30000,25000.0,"Nem Nướng Nha Trang,suất Tiêu Chuẩn-35,000|Nem Nướng Nha Trang (Suất Thêm Nem)-55,000|Combo Nem Nướng Nha Trang + Nước Chanh Leo Nguyên Chất-48,000|Combo Nem Nướng Nha Trang + Trà Đào-48,000|Combo Nem Nướng Nha Trang + Coca Lon-48,000|Combo Nem Nướng Nha Trang + Pepsi Lon-48,000|Combo Nem Nướng Nha Trang + Nước Cam Lon-48,000|Combo Nem nướng Nha Trang + Trà tắc-48,000|Combo Nem nướng Nha Trang + Trà chanh-48,000|Nem Nướng Nha Trang,suất Tiêu Chuẩn-35,000", 10:00 - 22:00,,10:00:00,22:00:00,10:00:00,
Hiệp Huy - Nem Nướng Nha Trang - Ngọc Lâm,30000 - 60000,8.6,Quán ăn,"39 Ngõ 154 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Lẩu, Ăn vặt - Ăn nhẹ, Nem", 09:30 - 21:30,0,0,1,lẩu ăn vặt ăn nhẹ nem xuất coca xuất coca xuất coca xuất coca xuất trà tắc ml xuất trà tắc ml nem nướng nha trang nem nướng cái ram cái coca,30000,60000,45000.0,"3 xuất + 1 coca-115,500|5 xuất + 1 coca-192,500|2 xuất + 2 coca-100,000|1 xuất + 1 coca-50,000|2 xuất + 1 trà tắc 400ml-92,000|1 xuất + 1 trà tắc 400ml-53,500|Nem Nướng Nha Trang-38,500|Nem nướng (1 cái)-15,000|Ram (6 cái)-7,500|Coca-12,000", 09:30 - 21:30,,09:30:00,21:30:00,09:30:00,
Xôi Chiên Sài Gòn & Canh Cá Rô Đồng - Phố Vọng,30000 - 45000,7.0,Quán ăn,"120 Phố Vọng, P. Phương Liệt, Quận Thanh Xuân, Hà Nội",3,"Bún, Xôi, Ăn vặt - Ăn nhẹ, Cơm", 07:00 - 21:00,0,0,1,bún xôi ăn vặt ăn nhẹ cơm bún cá rô đồng canh bún cá rô đồng trộn bún cá rô giòn trộn xôi chiên gà xào nấm hương cơm rang kim chi xôi chiên ruốc lạp xưởng bún cá giòn chấm,30000,45000,37500.0,"Bún cá Rô Đồng (canh)-45,000|Bún cá rô đồng (Trộn)-45,000|Bún cá rô giòn trộn-40,000|Xôi chiên gà xào nấm hương-40,000|Cơm rang kim chi-40,000|Xôi chiên ruốc lạp xưởng-40,000|Bún cá  giòn chấm-48,000", 07:00 - 21:00,,07:00:00,21:00:00,07:00:00,
Trà Sữa Tocotoco - Tân Mai,25000 - 60000,6.6,Café/Dessert,"12 Tân Mai, P. Tân Mai, Quận Hoàng Mai, Hà Nội",19,"Trà, Thức uống, Trà sữa, Sữa", 09:00 - 21:00,1,0,1,trà thức uống trà sữa sữa tặng bình trọn combo trà sữa mua tặng thịt bò cay tê mua tặng combo ăn vặt k trà sữa trân châu hoàng gia trà sữa ba anh em trà sữa panda sữa tươi trân châu đường hổ trà sữa hạnh phúc trà sữa kim cương đen okinawa,25000,60000,42500.0,"Tặng Bình Trọn 9-1|COMBO TRÀ SỮA MUA 2 TẶNG 1-120,000|Thịt bò cay tê – Mua 2 tặng 1-64,000|Combo Ăn vặt 88k-88,000|Trà Sữa Trân Châu Hoàng Gia-39,100|Trà Sữa Ba Anh Em-40,800|Trà Sữa Panda-40,800|Sữa Tươi Trân Châu Đường Hổ-44,200|Trà Sữa Hạnh Phúc-39,100|Trà Sữa Kim Cương Đen Okinawa-39,100", 09:00 - 21:00,,09:00:00,21:00:00,09:00:00,
Bánh Mì Bơ Tỏi & Cà Phê Bọt Hàn Quốc - Shop Online,30000 - 0000,2.2,Shop Online,"541 Kim Mã, Quận Ba Đình, Hà Nội",1,"Sinh tố - Nước ép, Thức uống", 08:00 - 18:00,0,0,0,sinh tố nước ép thức uống cà phê bọt dalgona coFE trà xanh bọt dalgona matcha,30000,0,15000.0,"Cà Phê Bọt (Dalgona Coffee)-40,000|Trà Xanh Bọt (Dalgona Matcha)-40,000", 08:00 - 18:00,,08:00:00,18:00:00,08:00:00,
Le Monde Steak - Hoàng Cầu,100000 - 200000,7.4,Quán ăn,"25 Hoàng Cầu, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",57,"Thịt Bò, Beefsteak - Bò né, Salad, Fastfood - Thức ăn nhanh", 11:00 - 14:30 | 17:00 - 22:00,1,0,1,thịt bò bEfsteak bò né salad fastfOd thức ăn nhanh steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý kem nấm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leo steak bò mỹ gr mỳ ý bò băm salad tổng hợp sốt chanh leo usa bEf steak gr steak bò mỹ gr usa bEf steak gr steak bò mỹ gr salmon with spicy orange sauce pepsi,100000,200000,150000.0,"2 Steak bò Mỹ 180gr + Mỳ Ý kem nấm + salad tổng hợp sốt chanh leo-592,900|2 Steak bò Mỹ 180gr + Mỳ Ý bò băm + salad tổng hợp sốt chanh leo-592,900|2 Steak bò Mỹ 140gr + Mỳ Ý kem nấm + salad tổng hợp sốt chanh leo-504,900|1 Steak bò Mỹ 180gr + Mỳ Ý kem nấm + salad tổng hợp sốt chanh leo-383,900|2 Steak bò Mỹ 140gr + Mỳ Ý bò băm + salad tổng hợp sốt chanh leo-504,900|1 Steak bò Mỹ 180gr + Mỳ Ý bò băm + salad tổng hợp sốt chanh leo-383,900|USA beef steak 180gr (Steak bò Mỹ 180gr)-207,900|USA beef steak 140gr (Steak bò Mỹ 140gr)-163,900|Salmon with spicy orange sauce-218,900|Pepsi-27,500", 11:00 - 14:30 , 17:00 - 22:00,11:00:00,14:30:00,11:00:00,22:00:00
Gạch Quán - Bánh Tráng Cuốn Thịt Heo,10000 - 50000,7.6,Quán ăn,"6C Ngõ 21 Phạm Ngọc Thạch, P. Kim Liên, Quận Đống Đa, Hà Nội",103,"Bánh tráng, Bún, Ăn vặt - Ăn nhẹ", 10:00 - 22:00,1,0,1,bánh tráng bún ăn vặt ăn nhẹ bún trộn thịt heo quay pepsi hoặc nước khác bún trộn thịt heo quay pepsi hoặc nước khác bún trộn thịt heo luộc pepsi hoặc nước khác pepsico lẻ bún trộn thịt heo luộc chả ram tôm đất bình định pepsi pepsi lẻ bún trộn thịt heo luộc chả ram tôm đất bình định pepsi bún trộn thịt heo luộc pepsi hoặc nước khác combo bún trộn mắm nêm thịt heo quay coca cola combo bún trộn mắm nêm thịt heo quay coca cola,10000,50000,30000.0,"Bún Trộn Thịt Heo Quay + 01 Pepsi (Hoặc nước khác)-59,000|Bún Trộn Thịt Heo Quay + 01 Pepsi (Hoặc nước khác)-59,000|Bún Trộn Thịt Heo Luộc + 01 Pepsi (Hoặc nước khác)-55,000|Pepsico lẻ-15,000|Bún Trộn Thịt Heo Luộc + 02 Chả Ram Tôm Đất Bình Định + 01 Pepsi…-66,000|Pepsi lẻ-15,000|Bún Trộn Thịt Heo Luộc + 02 Chả Ram Tôm Đất Bình Định + 01 Pepsi…-66,000|Bún Trộn Thịt Heo Luộc + 01 Pepsi (Hoặc nước khác)-55,000|Combo Bún Trộn Mắm Nêm Thịt Heo Quay + 01 Coca-Cola-53,000|Combo 2 Bún Trộn Mắm Nêm Thịt Heo Quay + 02 Coca-Cola-106,000", 10:00 - 22:00,,10:00:00,22:00:00,10:00:00,
Mỳ Vằn Thắn - Hảo Hảo,55000 - 55000,1.0,Quán ăn,"2 Ngõ 34 Xuân La, P. Xuân La, Quận Tây Hồ, Hà Nội",1,"Bún, Mì", 06:00 - 13:00,0,0,0,bún mì mì vằn thắn đặc biệt mỳ vằn thắn trộn bún thang sủi cảo không mỳ sủi cảo nước sủi hấp sủi cảo chiên chiếc sủi cảo luộc chiếc,55000,55000,55000.0,"Mì vằn thắn đặc biệt-55,000|Mỳ Vằn Thắn Trộn-65,000|Bún Thang-55,000|Sủi cảo không mỳ-55,000|Sủi cảo nước  ( sủi hấp )-55,000|Sủi cảo chiên - 3 chiếc-22,500|Sủi cảo luộc - 4 chiếc-15,000", 06:00 - 13:00,,06:00:00,13:00:00,06:00:00,
"Hoa Đại Quán - Cơm Văn Phòng, Fastfood & Coffee",18000 - 70000,7.4,"Café/Dessert, Quán ăn, Giao cơm văn phòng","20 Ngõ 165 Cầu Giấy, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",94,"Cơm Chiên, Thịt Bò, Hải sản, Bào Ngư, Sườn nướng, Cá, Mực, Cơm văn phòng, Cơm, Fastfood - Thức ăn nhanh", 08:00 - 20:30,1,0,1,cơm chiên thịt bò hải sản bào ngư sườn nướng cá mực cơm văn phòng cơm fastfOd thức ăn nhanh mì ý sốt bò băm mỳ xào bò mỳ ý sốt gà nấm cơm rang dưa bò cơm thịt ba chỉ rim tôm cơm gà ngũ vị vp cơm bò xào cay vp cơm bò hầm khoai vp cơm thịt nướng mỡ hành vp cơm cá basa kho thịt,18000,70000,44000.0,"Mì Ý Sốt Bò Băm-45,000|Mỳ xào bò-50,000|Mỳ ý sốt gà nấm-50,000|Cơm rang dưa bò-50,000|Cơm Thịt Ba Chỉ Rim Tôm-55,000|Cơm Gà Ngũ Vị-46,000|VP Cơm Bò Xào Cay-50,000|VP Cơm bò Hầm Khoai-55,000|VP Cơm Thịt Nướng Mỡ Hành-46,000|VP Cơm Cá Basa kho thịt-50,000", 08:00 - 20:30,,08:00:00,20:30:00,08:00:00,
"Lutulata - Bún Bò Huế, Cơm Gà & Cơm Sườn",25000 - 115000,9.3,Quán ăn,"54 Hoàng Ngọc Phách, P. Láng Hạ, Quận Đống Đa, Hà Nội",24,"Bún, Món nước, Cơm", 07:00 - 23:00,0,0,0,bún món nước cơm bún bò huế đặc biệt cơm gà hội an cơm tấm sườn bì trứng ốp cơm gà ta nướng mật ong nem lụi sả set chiếc bánh bột lọc set chiếc bánh ram ít set chiếc chân gà rút xương sốt đặc biệt nộm tôm bò chè khúc bạch,25000,115000,70000.0,"Bún Bò Huế Đặc Biệt-55,000|Cơm Gà Hội An-60,000|Cơm Tấm Sườn Bì Trứng Ốp-60,000|Cơm Gà Ta Nướng Mật Ong-65,000|Nem Lụi sả (1 Set 5 Chiếc)-60,000|Bánh Bột Lọc (1 Set 6 Chiếc)-42,000|Bánh Ram Ít (1 Set 6 Chiếc)-48,000|Chân Gà Rút Xương Sốt Đặc Biệt-75,000|Nộm Tôm Bò-60,000|Chè Khúc Bạch-35,000", 07:00 - 23:00,,07:00:00,23:00:00,07:00:00,
Xôi Vân - KCN Hoàng Mai,25000 - 35000,7.0,Quán ăn,"Lô 6 - 9A Khu Công Nghiệp Hoàng Mai, P. Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",9,"Bánh mì, Xôi, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Cơm", 06:00 - 13:00 | 16:00 - 20:00,0,0,0,bánh mì xôi bánh kẹo ăn vặt ăn nhẹ cơm lavie,25000,35000,30000.0,"Lavie-10,000", 06:00 - 13:00 , 16:00 - 20:00,06:00:00,13:00:00,06:00:00,20:00:00
Nàng Hương - Ăn Vặt Online,25000 - 80000,7.8,Shop Online,"23 Ngách 139/49 Tam Trinh, P. Mai Động, Quận Hoàng Mai, Hà Nội",1,"Ăn vặt - Ăn nhẹ, Cơm", 17:00 - 23:00,0,0,0,ăn vặt ăn nhẹ cơm nem chua rán hotdog xúc xích phomai phomai que bánh gà gà xào cay phomai khoai tây chiên lắc phomai tok lắc phomai xúc xích rán combo vui vẻ khoai lang kén,25000,80000,52500.0,"Nem Chua Rán-6,000|HotDog Xúc Xích Phomai-28,000|Phomai Que-7,000|Bánh Gà-6,000|Gà Xào Cay Phomai-70,000|Khoai Tây Chiên Lắc Phomai-45,000|Tok Lắc Phomai-45,000|Xúc Xích Rán-15,000|Combo Vui Vẻ-25,000|Khoai Lang Kén-60,000", 17:00 - 23:00,,17:00:00,23:00:00,17:00:00,
Paris Baguette - Vincom Metropolis,100000 - 300000,6.8,Tiệm bánh,"B1-K4, Vincom Center Metropolis, 29 Liễu Giai, P. Ngọc Khánh, Quận Ba Đình, Hà Nội",6,"Donut, Bánh - Kẹo, Salad", 09:00 - 22:00,1,0,1,donut bánh kẹo salad ham chEse pastry wrap sandwich eG bacon chEse holic chili mayo chicken sandwich spicy chicken and avocado salad hawaIan salad ham chEse croiSant sandwich cranbeRy chicken pastry sandwich tomato chEse croiSant sandwich ganache cream piece cake black foret noire short,100000,300000,200000.0,"Ham & Cheese Pastry Wrap Sandwich-100,000|Egg Bacon Cheese Holic-55,000|Chili Mayo Chicken Sandwich-95,000|Spicy Chicken and Avocado Salad-105,000|Hawaiian salad-110,000|Ham & Cheese Croissant Sandwich-75,000|Cranberry Chicken Pastry Sandwich-115,000|Tomato Cheese Croissant Sandwich-75,000|Ganache Cream Piece Cake-90,000|Black Foret Noire (Short)-90,000", 09:00 - 22:00,,09:00:00,22:00:00,09:00:00,
Bún Cá Chấm Hạnh Béo - Duy Tân,35000 - 45000,1.0,Quán ăn,"2 Ngách 8 Ngõ 76 Duy Tân, Quận Cầu Giấy, Hà Nội",1,"Món nước, Cơm", 07:00 - 14:00 | 17:00 - 21:00,0,0,0,món nước cơm bún cá chấm bún cá chấm đặc biệt cá giòn chả cá sụn cá ăn thêm bún thêm chả cá sụn,35000,45000,40000.0,"""Bún cá chấm-50,000|Bún cá chấm đặc biệt"""" cá giòn+ chả cá sụn""""-65,000|Cá ăn thêm-35,000|Bún thêm-5,000|Chả cá sụn-30,000""", 07:00 - 14:00 , 17:00 - 21:00,07:00:00,14:00:00,07:00:00,21:00:00
Bún Cá Cầu Giấy,25000 - 30000,6.5,Quán ăn,"Đầu Ngõ 58 Nguyễn Khánh Toàn, P. Quan Hoa, Quận Cầu Giấy, Hà Nội",14,"Phở, Bánh Đa Cua, Bún, Hải sản, Món nước, Cá, Miến", 08:00 - 14:00 | 17:30 - 22:00,0,0,0,phở bánh đa cua bún hải sản món nước cá miến bún cá coca bún cá sprite bún cá fanta bún thập cẩm fanta bún thập cẩm coca bún thập cẩm sprite bánh đa trộn fanta bánh đa trộn coca bánh đa trộn sprite bún cá,25000,30000,27500.0,"Bún Cá + Coca-50,000|Bún Cá + Sprite-50,000|Bún Cá + Fanta-50,000|Bún Thập cẩm + Fanta-50,000|Bún Thập cẩm + Coca-50,000|Bún Thập cẩm + Sprite-50,000|Bánh đa Trộn + Fanta-50,000|Bánh đa Trộn + Coca-50,000|Bánh đa Trộn + Sprite-50,000|Bún Cá-40,000", 08:00 - 14:00 , 17:30 - 22:00,08:00:00,14:00:00,08:00:00,22:00:00
Cộng Cà Phê - Trần Huy Liệu,25000 - 70000,7.3,Café/Dessert,"101 C6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội",31,Café - Kem, 07:30 - 23:30,0,0,1,café kem trà phê sữa mật nóng trà quế cốm sữa nóng trà phê sữa mật đá bò khô ngô cay hướng dương bánh sừng bò chấm sữa bạc xỉu nóng cà phê nâu nóng bạc xỉu đá,25000,70000,47500.0,"Trà Phê Sữa Mật (nóng)-49,000|Trà Quế Cốm Sữa (nóng)-59,000|Trà Phê Sữa Mật (đá)-49,000|Bò Khô-40,000|Ngô Cay-25,000|Hướng Dương-25,000|Bánh sừng bò chấm sữa-30,000|Bạc Xỉu (Nóng)-35,000|Cà Phê Nâu (Nóng)-35,000|Bạc xỉu đá-39,000", 07:30 - 23:30,,07:30:00,23:30:00,07:30:00,
Bánh Xèo - Nghĩa Tân,20000 - 50000,6.3,Quán ăn,"101B A14 Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",18,"Bánh - Kẹo, Bánh bèo, Ăn vặt - Ăn nhẹ, Bánh xèo", 15:30 - 22:00 | 10:00 - 14:00,0,0,0,bánh kẹo bánh bèo ăn vặt ăn nhẹ bánh xèo bánh xèo chiec nem lụi chiếc nem lụi chiếc bột lọc chiếc bột lọc chiếc,20000,50000,35000.0,"Bánh xèo 2 chiec-30,000|Nem lụi 6 chiếc-42,000|Nem lụi 10 chiếc-70,000|Bột lọc 5 chiếc-25,000|Bột lọc 10 chiếc-50,000", 15:30 - 22:00 , 10:00 - 14:00,15:30:00,22:00:00,15:30:00,14:00:00
Ốc Ghẹ Đường Thành,30000 - 61000,7.1,Quán ăn,"39E Đường Thành, P. Cửa Đông, Quận Hoàn Kiếm, Hà Nội",10,"Cua - Ghẹ, Hải sản, Nghêu - Sò - Ốc ", 15:00 - 22:00,0,0,0,cua ghẹ hải sản nghêu sò ốc ngao hấp ốc luộc nhỏ ốc luộc to,30000,61000,45500.0,"Ngao Hấp-50,000|Ốc Luộc Nhỏ-30,000|Ốc Luộc To-50,000", 15:00 - 22:00,,15:00:00,22:00:00,15:00:00,
Cousins - Ẩm Thực Châu Âu - Đào Tấn,50000 - 1000000,7.9,Nhà hàng,"7 Ngõ 58 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội",8,"Thịt Bò, Beefsteak - Bò né, Salad", 11:00 - 15:00 | 17:00 - 22:00,1,0,1,thịt bò bEfsteak bò né salad salmon tartar cold cut plate ham manchego croquetas viên tomatoes manchego croquetas chEse plate veal carpaCio frog legs calamari ring tartar sauce huMus aubergine caviar,50000,1000000,525000.0,"Salmon Tartar-210,000|Cold Cut Plate-240,000|Ham & Manchego Croquetas - 2 Viên-70,000|Tomatoes & Manchego Croquetas-70,000|Cheese Plate-240,000|Veal Carpaccio-230,000|Frog Legs-180,000|Calamari Ring & Tartar Sauce-120,000|Hummus-95,000|Aubergine Caviar-95,000", 11:00 - 15:00 , 17:00 - 22:00,11:00:00,15:00:00,11:00:00,22:00:00
Xôi Ngon U Tuyết,25000 - 30000,6.6,Quán ăn,"19b Ngõ 4, Phố Ao Sen, P. Mộ Lao, Quận Hà Đông, Hà Nội",6,"Xôi, Ăn vặt - Ăn nhẹ, Cơm", 07:30 - 21:30,0,0,0,xôi ăn vặt ăn nhẹ cơm xôi thập cẩm coca xôi thịt kho chả coca xôi gà xả ớt coca xôi thập cẩm xôi thịt kho chả xôi trứng thịt kho xôi gà xả ớt xôi trứng thịt băm xôi trứng gà xả ớt xôi gà xào nấm,25000,30000,27500.0,"Xôi thập cẩm + 1 Coca-55,000|Xôi thịt kho chả + 1 Coca-55,000|Xôi gà xả ớt + 1 Coca-55,000|Xôi Thập Cẩm-45,000|Xôi Thịt Kho Chả-45,000|Xôi Trứng + Thịt Kho-45,000|Xôi Gà Xả Ớt-45,000|Xôi Trứng + Thịt Băm-45,000|Xôi Trứng  + Gà Xả Ớt-45,000|Xôi Gà Xào Nấm-45,000", 07:30 - 21:30,,07:30:00,21:30:00,07:30:00,
KOI Thé - Royal City,40000 - 60000,7.8,Café/Dessert,"B1-R3-K4B, Vincom Mega Mall Royal City, 72A Nguyễn Trãi, P. Thượng Đình, Quận Thanh Xuân, Hà Nội",4,"Trà, Thức uống, Trà sữa, Sữa", 09:30 - 22:00,1,0,1,trà thức uống trà sữa sữa m hot milo o milk tea m hot milo o maChiato m hot milk tea m hot milk tea maChiato m hot golden Olong tea m hot Olong milk tea m hot brown sugar fresh milk m hot milo o laTe m hot milo o m hot black tea maChiato,40000,60000,50000.0,"M-HOT Milo O Milk Tea-63,000|M-HOT Milo O Macchiato-63,000|M-HOT Milk Tea-63,000|M-HOT Milk Tea Macchiato-77,000|M-HOT Golden Oolong Tea-49,000|M-HOT Oolong Milk Tea-63,000|M-HOT Brown Sugar Fresh Milk-87,000|M-HOT Milo O Latte-70,000|M-HOT Milo O-59,000|M-HOT Black Tea Macchiato-63,000", 09:30 - 22:00,,09:30:00,22:00:00,09:30:00,
